desc	dist_to_obj	dist_to_recep	dist_obj_to_recep	agent_facing	intent
open the cabinet under the sink and take out a red wash cloth turn around completely and walk forward turn right and head to the toilet	0.08	2.98	2.88	0.89	6
open the cabinet under the sink and take out a red wash cloth turn around completely and walk forward turn right and head to the toilet place the wash cloth on the back end of the toilet seat	0.19	2.98	2.79	0.42	14
turn around completely and walk forward turn right and head to the toilet place the wash cloth on the back end of the toilet seat	0.0	2.96	-1	-0.99	8
turn to the left and move to the counter between the two sinks open the right cabinet door underneath the sink on the left pick up the red cloth from the cabinet and close the door	2.24	-1	-1	0.3887	3
turn to the left and move to the counter between the two sinks open the right cabinet door underneath the sink on the left pick up the red cloth from the cabinet and close the door turn around and move across the room and turn right to move to the toilet	2.24	1.58	2.98	0.3887	4
turn to the left and move to the counter between the two sinks open the right cabinet door underneath the sink on the left pick up the red cloth from the cabinet and close the door turn around and move across the room and turn right to move to the toilet put the cloth on to the back of the toilet to the left of the spray bottle	2.24	1.58	2.98	0.3887	5
open the right cabinet door underneath the sink on the left pick up the red cloth from the cabinet and close the door turn around and move across the room and turn right to move to the toilet	0.03	2.98	2.98	0.02	15
open the right cabinet door underneath the sink on the left pick up the red cloth from the cabinet and close the door turn around and move across the room and turn right to move to the toilet put the cloth on to the back of the toilet to the left of the spray bottle	0.21	2.98	3.18	0.97	7
turn around and move across the room and turn right to move to the toilet put the cloth on to the back of the toilet to the left of the spray bottle	0.0	3.05	-1	0.27	8
place a credit card on a chair	2.2	4.05	1.91	-0.9848	5
place a credit card on a chair	2.2	2.2	0.39	-0.9848	9
place a credit card on a chair	0.03	1.91	1.98	-0.19	14
place a credit card on a chair	0.42	0.21	0.47	0.53	10
move a credit card from the glass table to the chair	2.2	4.05	1.91	-0.9848	5
move a credit card from the glass table to the chair	2.2	2.2	0.31	-0.9848	9
move a credit card from the glass table to the chair	0.5	1.91	1.88	0.79	7
move a credit card from the glass table to the chair	0.36	0.19	0.21	0.99	10
move a credit card from a table to a couch	2.2	4.05	1.91	-0.9848	5
move a credit card from a table to a couch	2.2	2.2	0.39	-0.9848	9
move a credit card from a table to a couch	0.08	1.91	1.8	0.95	7
move a credit card from a table to a couch	0.23	0.12	0.39	0.59	10
turn around and walk to the left side of the coffee table	-1	-1	-1	-0.9848	0
pick up the red credit card on top of the table	0.12	7.32	-1	0.78	1
turn around and veer right to the chair in the corner	-1	1.91	-1	1	0
place the credit card on the chair	5.64	0.16	-1	0.99	2
turn around and move forward to the glass coffee table turn right to face it	-1	-1	-1	-0.9848	0
pick up the credit card from the bottom shelf	0.14	-1	5.98	0.67	1
carry the credit card and turn left and then left again to face to the chair in the corner	-1	1.91	-1	1	0
place the credit card on the seat of the chair	-1	0.3	2.71	0.38	12
turn to the center table	-1	-1	-1	-0.9848	0
pick up the credit card from the table	0.26	3.03	-1	0.96	1
go to the brown couch	-1	1.91	-1	1	0
put the credit card on the brown couch	2.98	0.02	4.87	0.61	2
turn around and walk to the left side of the coffee table pick up the red credit card on top of the table	2.2	-1	-1	-0.9848	3
turn around and walk to the left side of the coffee table pick up the red credit card on top of the table turn around and veer right to the chair in the corner	2.2	4.05	1.91	-0.9848	4
turn around and walk to the left side of the coffee table pick up the red credit card on top of the table turn around and veer right to the chair in the corner place the credit card on the chair	2.2	4.05	1.91	-0.9848	5
pick up the red credit card on top of the table turn around and veer right to the chair in the corner	0.0	1.91	1.99	-0.02	15
pick up the red credit card on top of the table turn around and veer right to the chair in the corner place the credit card on the chair	0.31	1.91	2.1	0.35	14
turn around and veer right to the chair in the corner place the credit card on the chair	0.0	1.73	1.99	0.92	8
turn around and move forward to the glass coffee table turn right to face it pick up the credit card from the bottom shelf	2.2	-1	-1	-0.9848	3
turn around and move forward to the glass coffee table turn right to face it pick up the credit card from the bottom shelf carry the credit card and turn left and then left again to face to the chair in the corner	2.2	4.05	1.91	-0.9848	4
turn around and move forward to the glass coffee table turn right to face it pick up the credit card from the bottom shelf carry the credit card and turn left and then left again to face to the chair in the corner place the credit card on the seat of the chair	2.2	4.05	1.91	-0.9848	5
pick up the credit card from the bottom shelf carry the credit card and turn left and then left again to face to the chair in the corner	0.34	1.91	1.91	0.99	6
pick up the credit card from the bottom shelf carry the credit card and turn left and then left again to face to the chair in the corner place the credit card on the seat of the chair	0.02	1.91	1.75	0.82	7
carry the credit card and turn left and then left again to face to the chair in the corner place the credit card on the seat of the chair	0.0	1.87	-1	-0.06	8
turn to the center table pick up the credit card from the table	2.2	-1	-1	-0.9848	3
turn to the center table pick up the credit card from the table go to the brown couch	2.2	4.05	1.91	-0.9848	4
turn to the center table pick up the credit card from the table go to the brown couch put the credit card on the brown couch	2.2	4.05	1.91	-0.9848	5
pick up the credit card from the table go to the brown couch	0.23	1.91	1.81	0.39	15
pick up the credit card from the table go to the brown couch put the credit card on the brown couch	0.12	1.91	1.89	0.69	7
go to the brown couch put the credit card on the brown couch	0.0	2.03	-1	-1.0	8
put a credit card on a chair	0.97	2.05	2.64	-0.6956	5
put a credit card on a chair	0.97	0.97	0.41	-0.6956	9
put a credit card on a chair	0.07	2.64	2.84	0.55	7
put a credit card on a chair	0.21	0.31	0.24	0.79	10
pick up the credit card and put it on the brown chair	0.97	2.05	2.64	-0.6956	5
pick up the credit card and put it on the brown chair	0.97	0.97	0.06	-0.6956	9
pick up the credit card and put it on the brown chair	0.12	2.64	2.64	-0.55	14
pick up the credit card and put it on the brown chair	0.39	0.24	0.44	0.58	10
move a credit card from couch to chair	0.97	2.05	2.64	-0.6956	5
move a credit card from couch to chair	0.97	0.97	0.15	-0.6956	9
move a credit card from couch to chair	0.42	2.64	2.65	0.54	7
move a credit card from couch to chair	0.3	0.43	0.06	0.09	13
turn around and then face the couch to the left	-1	-1	-1	-0.6956	0
pick the credit card up from the couch	0.21	3.19	5.84	-0.07	11
turn around and face the brown chair in the corner	-1	2.64	-1	1	0
put the credit card on the chair	6.7	0.22	5.02	0.82	2
turn right to find a black couch on your left behind a black coffee table	-1	-1	-1	-0.6956	0
pick up the credit card next to the laptop on the black couch	0.11	3.97	5.24	0.94	1
turn around to find a brown chair in the corner directly across from the black couch	-1	2.64	-1	1	0
put the credit card down on the brown chair	0.26	0.11	-1	-0.12	12
turn around take a few steps turn left to face couch	-1	-1	-1	-0.6956	0
pick up the credit card that is on the couch	0.24	2.06	-1	0.43	11
turn around walk to the chair	-1	2.64	-1	1	0
put the credit card on the chair	1.05	0.19	-1	-0.8	12
turn around and then face the couch to the left pick the credit card up from the couch	0.97	-1	-1	-0.6956	3
turn around and then face the couch to the left pick the credit card up from the couch turn around and face the brown chair in the corner	0.97	2.05	2.64	-0.6956	4
turn around and then face the couch to the left pick the credit card up from the couch turn around and face the brown chair in the corner put the credit card on the chair	0.97	2.05	2.64	-0.6956	5
pick the credit card up from the couch turn around and face the brown chair in the corner	0.12	2.64	2.68	0.18	15
pick the credit card up from the couch turn around and face the brown chair in the corner put the credit card on the chair	0.01	2.64	2.62	0.52	7
turn around and face the brown chair in the corner put the credit card on the chair	0.0	2.47	5.92	-0.48	8
turn right to find a black couch on your left behind a black coffee table pick up the credit card next to the laptop on the black couch	0.97	-1	-1	-0.6956	3
turn right to find a black couch on your left behind a black coffee table pick up the credit card next to the laptop on the black couch turn around to find a brown chair in the corner directly across from the black couch	0.97	2.05	2.64	-0.6956	4
turn right to find a black couch on your left behind a black coffee table pick up the credit card next to the laptop on the black couch turn around to find a brown chair in the corner directly across from the black couch put the credit card down on the brown chair	0.97	2.05	2.64	-0.6956	5
pick up the credit card next to the laptop on the black couch turn around to find a brown chair in the corner directly across from the black couch	0.25	2.64	2.7	0.69	6
pick up the credit card next to the laptop on the black couch turn around to find a brown chair in the corner directly across from the black couch put the credit card down on the brown chair	0.21	2.64	2.53	0.84	7
turn around to find a brown chair in the corner directly across from the black couch put the credit card down on the brown chair	0.0	2.56	0.1	0.69	8
turn around take a few steps turn left to face couch pick up the credit card that is on the couch	0.97	-1	-1	-0.6956	3
turn around take a few steps turn left to face couch pick up the credit card that is on the couch turn around walk to the chair	0.97	2.05	2.64	-0.6956	4
turn around take a few steps turn left to face couch pick up the credit card that is on the couch turn around walk to the chair put the credit card on the chair	0.97	2.05	2.64	-0.6956	5
